status,price,bedroom,bathroom,carpark,area,type,address,zipcode,house_url,agent_name,agent_position,agent_company,agent_sale,agent_phone,agent_location,agent_url
Sold by private treaty 7 Oct 2020,875000,3,2,2,,Apartment/Unit/Flat,20A Vincent Street Edithvale VIC 3196,3196,https://www.domain.com.au/20a-vincent-street-edithvale-vic-3196-2016441087,Kimberley Ferguson,Sales representative,OBrien Real Estate Chelsea,10,0413 667 228,"1 / 463 Nepean Hwy, Chelsea VIC 3196 1 / 463 Nepean Hwy, Chelsea VIC 3196 1 / 463 Nepean Hwy, Chelsea VIC 3196",https://www.domain.com.au/real-estate-agent/kimberley-ferguson-1436091/
Sold by private treaty 2 Oct 2020,618000,1,1,1,89m²,Vacantland,37A Alexandra Parade Fitzroy North VIC 3068,3068,https://www.domain.com.au/37a-alexandra-parade-fitzroy-north-vic-3068-2016304544,Paul Markovic,Sales representative,Peter Markovic  Real Estate,13,0411 866 464,"109 Smith Street, Fitzroy VIC 3065 109 Smith Street, Fitzroy VIC 3065",https://www.domain.com.au/real-estate-agent/paul-markovic-971379/
Sold by private treaty 8 Oct 2020,801000,2,1,1,,Townhouse,2/16 Sussex Street Preston VIC 3072,3072,https://www.domain.com.au/2-16-sussex-street-preston-vic-3072-2016528793,Annalise Newell,,Nelson Alexander Preston,,, ,https://www.domain.com.au/real-estate-agencies/nelsonalexanderpreston-4724/
Sold by private treaty 2 Oct 2020,590000,4,2,2,652m²,House,4 Delft Place Pakenham VIC 3810,3810,https://www.domain.com.au/4-delft-place-pakenham-vic-3810-2016281488,Leanne Garrett,Sales Consultant,Ray White Pakenham,6,0409 015 173,"Suite 3, Level 1, 11 John Street, Pakenham VIC 3810 Suite 3, Level 1, 11 John Street, Pakenham VIC 3810 Suite 3, Level 1, 11 John Street, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/leanne-garrett-1705241/
Sold by private treaty 1 Oct 2020,476000,3,1,1,792m²,House,10 Chiller Court Grovedale VIC 3216,3216,https://www.domain.com.au/10-chiller-court-grovedale-vic-3216-2016483293,David Gray,Sales representative,Buxton Highton,11,0408 569 089,"1 / 63-71 Barrabool Road, Highton VIC 3216 1 / 63-71 Barrabool Road, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/david-gray-992553/
Sold by private treaty 2 Oct 2020,768000,3,2,1,,Apartment/Unit/Flat,1/1249 North Road Oakleigh VIC 3166,3166,https://www.domain.com.au/1-1249-north-road-oakleigh-vic-3166-2016401790,Zack Song,Sales representative,Biggin & Scott Glen Waverley,12,0430 390 209,"45 Myrtle Street, Glen Waverley VIC 3150 45 Myrtle Street, Glen Waverley VIC 3150",https://www.domain.com.au/real-estate-agent/zack-song-1723554/
Sold by private treaty 1 Oct 2020,725000,3,1,2,179m²,Townhouse,3/15 Owen Street Footscray VIC 3011,3011,https://www.domain.com.au/3-15-owen-street-footscray-vic-3011-2016424638,Annabelle Robinson,Sales Consultant,Brad Teal Ascot Vale,4,0457 330 200,"241 Union Rd, Ascot Vale VIC 3032 241 Union Rd, Ascot Vale VIC 3032",https://www.domain.com.au/real-estate-agent/annabelle-robinson-1404384/
Sold by private treaty 1 Oct 2020,697000,4,2,3,537m²,House,12 Platinum Avenue Drysdale VIC 3222,3222,https://www.domain.com.au/12-platinum-avenue-drysdale-vic-3222-2016449442,Steven Reeves,Property Consultant,Ray White Drysdale,38,0403 288 989,"16 Collins Street, Drysdale VIC 3222 16 Collins Street, Drysdale VIC 3222 16 Collins Street, Drysdale VIC 3222",https://www.domain.com.au/real-estate-agent/steven-reeves-1524314/
Sold by private treaty 1 Oct 2020,440000,,,,461m²,Vacantland,22B Gweno Avenue Frankston VIC 3199,3199,https://www.domain.com.au/22b-gweno-avenue-frankston-vic-3199-2016341149,Andrew Incoll,Sales Consultant,Eview Group - Australia,1,0451 100 972,"463 Nepean Highway, Frankston VIC 3199 463 Nepean Highway, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/andrew-incoll-1142718/
Sold by private treaty 1 Oct 2020,730000,3,2,2,,Apartment/Unit/Flat,3/1 The Grove Frankston South VIC 3199,3199,https://www.domain.com.au/3-1-the-grove-frankston-south-vic-3199-2016332688,Lisa Bendle,Sales Representative,McEwing Partners,17,0402 834 913,"160 Main Street, Mornington VIC 3931 160 Main Street, Mornington VIC 3931 160 Main Street, Mornington VIC 3931",https://www.domain.com.au/real-estate-agent/lisa-bendle-1151820/
Sold by private treaty 1 Oct 2020,410000,2,1,2,145m²,Apartment/Unit/Flat,2/52 Overport Road Frankston South VIC 3199,3199,https://www.domain.com.au/2-52-overport-road-frankston-south-vic-3199-2016464415,Darren Dowel,Director,Aquire,22,0402 066 436,"1/95 Hartnett Drive, Seaford VIC 3198",https://www.domain.com.au/real-estate-agent/darren-dowel-1772521/
Sold by private treaty 1 Oct 2020,670000,3,1,1,,House,23 Spring Street Geelong West VIC 3218,3218,https://www.domain.com.au/23-spring-street-geelong-west-vic-3218-2016437253,Heidi Trempel,Sales representative,Whitford,12,0414 522 325,"357 Pakington Street, Newtown VIC 3220 357 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/heidi-trempel-926825/
Sold by private treaty 1 Oct 2020,699000,4,3,4,899m²,House,6 Ball Street Darley VIC 3340,3340,https://www.domain.com.au/6-ball-street-darley-vic-3340-2016312533,Vickie Ramon,Sales representative,YPA Estate Agents Bacchus Marsh,3,0403 194 621,"4/8 Church Street, Bacchus Marsh VIC 3340 4/8 Church Street, Bacchus Marsh VIC 3340",https://www.domain.com.au/real-estate-agent/vickie-ramon-1518036/
Sold by private treaty 1 Oct 2020,227500,,,,262m²,Vacantland,22 Somerton Avenue Donnybrook VIC 3064,3064,https://www.domain.com.au/22-somerton-avenue-donnybrook-vic-3064-2016416959,Andrew Bellino,Principal,Ray White Craigieburn,2,0413 124 774,"Shop D00-03 Craigieburn Central, Craigieburn VIC 3064 Shop D00-03 Craigieburn Central, Craigieburn VIC 3064",https://www.domain.com.au/real-estate-agent/andrew-bellino-983398/
Sold by private treaty 1 Oct 2020,630000,3,2,1,352m²,House,16 Gannett Avenue Capel Sound VIC 3940,3940,https://www.domain.com.au/16-gannett-avenue-capel-sound-vic-3940-2016342628,Rika Reilly,Sales representative,Flynn & Co Real Estate,4,0447 863 003,"Shop 1, 967-997 Point Nepean Rd, Rosebud VIC 3939",https://www.domain.com.au/real-estate-agent/rika-reilly-1711152/
Sold at auction 1 Oct 2020,460000,2,1,1,,House,1/458 Clayton Road Clayton South VIC 3169,3169,https://www.domain.com.au/1-458-clayton-road-clayton-south-vic-3169-2016070486,Michael Renzella,Principal/Director,Ray White Clayton,21,0400 105 005,"304 Clayton Road, Clayton VIC 3168 304 Clayton Road, Clayton VIC 3168 304 Clayton Road, Clayton VIC 3168",https://www.domain.com.au/real-estate-agent/michael-renzella-1613953/
Sold by private treaty 1 Oct 2020,749999,2,1,1,,Townhouse,2/42 Perkins Avenue Bellfield VIC 3081,3081,https://www.domain.com.au/2-42-perkins-avenue-bellfield-vic-3081-2016451807,Ian Dempsey,Sales,Ray White Preston,24,0447 556 210,"363 High Street, Preston VIC 3072 363 High Street, Preston VIC 3072",https://www.domain.com.au/real-estate-agent/ian-dempsey-1346829/
Sold by private treaty 1 Oct 2020,585000,3,2,1,567m²,House,76 Panorama Drive Cape Woolamai VIC 3925,3925,https://www.domain.com.au/76-panorama-drive-cape-woolamai-vic-3925-2016501758,Caitlin Cooper,Sales Executive,LJ Hooker Phillip Island,10,0459 965 494,"73-75 Phillip Island Road, San Remo VIC 3925",https://www.domain.com.au/real-estate-agent/caitlin-cooper-1707218/
Sold by private treaty 1 Oct 2020,530000,4,2,2,,House,6 Haddington Way Cranbourne East VIC 3977,3977,https://www.domain.com.au/6-haddington-way-cranbourne-east-vic-3977-2016346248,Charles Raj,Sales representative,OBrien Real Estate Cranbourne,4,0421 476 789,"1/78 High Street, Cranbourne VIC 3977 1/78 High Street, Cranbourne VIC 3977 1/78 High Street, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/charles-raj-1118116/
Sold by private treaty 10 Oct 2020,577000,2,1,2,,Apartment/Unit/Flat,2/37 Williams Road Briar Hill VIC 3088,3088,https://www.domain.com.au/2-37-williams-road-briar-hill-vic-3088-2016398243,Luke Coventry,Sales representative,Jellis Craig Greensborough,8,0411 233 579,"4/94-96 Grimshaw St,, Greensborough VIC 3088 4/94-96 Grimshaw St,, Greensborough VIC 3088",https://www.domain.com.au/real-estate-agent/luke-coventry-1732364/
Sold by private treaty 11 Oct 2020,259000,,,,576m²,Vacantland,9 Lavender Court Wallan VIC 3756,3756,https://www.domain.com.au/9-lavender-court-wallan-vic-3756-2015679232,,,Stuart Lauder Real Estate Broadford,,, ,https://www.domain.com.au/real-estate-agencies/stuartlauderrealestatebroadford-27139/
,2300000,2,2,3,,Apartment/Unit/Flat,411/6 Acacia Place Abbotsford VIC 3067,3067,https://www.domain.com.au/411-6-acacia-place-abbotsford-vic-3067-2016524058,Elliot Gill,Director/Auctioneer,Jellis Craig Richmond & Surrounds,20,0411 863 603,"57-59 Bridge Road, Richmond VIC 3121 57-59 Bridge Road, Richmond VIC 3121",https://www.domain.com.au/real-estate-agent/elliot-gill-1099812/
Sold by private treaty 10 Oct 2020,488606,1,1,1,,Apartment/Unit/Flat,64/80 Trenerry Crescent Abbotsford VIC 3067,3067,https://www.domain.com.au/64-80-trenerry-crescent-abbotsford-vic-3067-2016532744,Kimberley Tiong,Sales Consultant,Dingle Partners,2,0436 605 983,"39 Queen Street, Melbourne VIC 3000 39 Queen Street, Melbourne VIC 3000 39 Queen Street, Melbourne VIC 3000",https://www.domain.com.au/real-estate-agent/kimberley-tiong-1644890/
Sold by private treaty 12 Oct 2020,1220000,6,3,6,"3,997m²",House,22-23A Harries Court Narre Warren North VIC 3804,3804,https://www.domain.com.au/22-23a-harries-court-narre-warren-north-vic-3804-2016404895,Nicola Parreira,Director,Barry Plant Narre Warren,13,0407 921 332,"Suite 7, Ground Floor, 64 Victor Crescent, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/nicola-parreira-1532888/
Sold by private treaty 10 Oct 2020,2400000,4,3,4,,House,47 Shiers Street Alphington VIC 3078,3078,https://www.domain.com.au/47-shiers-street-alphington-vic-3078-2016410689,Gino De Iesi,Sales representative,McGrath Northcote,3,0418 328 062,"318 High Street, Northcote VIC 3070 318 High Street, Northcote VIC 3070 318 High Street, Northcote VIC 3070",https://www.domain.com.au/real-estate-agent/gino-de-iesi-733848/
Sold by private treaty 10 Oct 2020,1375000,4,3,2,,House,28A Raymond Street Ashwood VIC 3147,3147,https://www.domain.com.au/28a-raymond-street-ashwood-vic-3147-2016175503,George Korderas,Sales representative,Buxton Ashburton,1,0417 521 080,"242 High Street, Ashburton VIC 3147 242 High Street, Ashburton VIC 3147 242 High Street, Ashburton VIC 3147",https://www.domain.com.au/real-estate-agent/george-korderas-1739591/
Sold by private treaty 10 Oct 2020,319000,1,1,1,,Apartment/Unit/Flat,G01/17 Mullenger Road Braybrook VIC 3019,3019,https://www.domain.com.au/g01-17-mullenger-road-braybrook-vic-3019-2016131717,Philip Mazzella,Property Consultant,Trimson Partners,8,0418 360 789,"169 Barkly Street, Footscray VIC 3011 169 Barkly Street, Footscray VIC 3011",https://www.domain.com.au/real-estate-agent/philip-mazzella-1190038/
Sold by private treaty 12 Oct 2020,598000,4,2,2,532m²,House,6 Babington Close Hastings VIC 3915,3915,https://www.domain.com.au/6-babington-close-hastings-vic-3915-2016426105,Wendy Tallon,Sales representative,Harcourts Hastings,4,0419 135 836,"Shop 10 14 High Street, Hastings VIC 3915",https://www.domain.com.au/real-estate-agent/wendy-tallon-1562369/
Sold at auction 12 Oct 2020,500000,3,2,2,597m²,House,20 Kingfisher Court Werribee VIC 3030,3030,https://www.domain.com.au/20-kingfisher-court-werribee-vic-3030-2016529994,Samantha McCarthy,Senior Sales Consultant / Auctioneer,hockingstuart Wyndham City,4,0431 712 899,"34 Station Place, Werribee VIC 3030 34 Station Place, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/samantha-mccarthy-1727738/
Sold by private treaty 12 Oct 2020,391000,3,1,2,583m²,House,29 Hume  Avenue Melton South VIC 3338,3338,https://www.domain.com.au/29-hume-avenue-melton-south-vic-3338-2016538461,Jesse Singh,Sales representative,Local Expertz,11,0430 316 162,"3/242 Caroline Springs Boulevard, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/jesse-singh-1772696/
Sold by private treaty 12 Oct 2020,600000,4,2,2,350m²,House,50 Denbigh  Loop Mickleham VIC 3064,3064,https://www.domain.com.au/50-denbigh-loop-mickleham-vic-3064-2016409431,Omar Morsi,"Senior Sales Executive, Auctioneer",Barry Plant Craigieburn,14,0432 418 089,"1A Hamilton Street, Craigieburn VIC 3064 1A Hamilton Street, Craigieburn VIC 3064",https://www.domain.com.au/real-estate-agent/omar-morsi-912572/
Sold at auction 12 Oct 2020,457000,1,1,1,,Apartment/Unit/Flat,1/39 Tooronga Road Malvern East VIC 3145,3145,https://www.domain.com.au/1-39-tooronga-road-malvern-east-vic-3145-2016519065,Andrew James,Principal Director / Auctioneer,Belle Property Armadale,15,0411 420 788,"1258 High Street, Armadale VIC 3143 1258 High Street, Armadale VIC 3143 1258 High Street, Armadale VIC 3143",https://www.domain.com.au/real-estate-agent/andrew-james-1725157/
Sold by private treaty 12 Oct 2020,285000,1,1,−,,Apartment/Unit/Flat,1015/408 Lonsdale Street Melbourne VIC 3000,3000,https://www.domain.com.au/1015-408-lonsdale-street-melbourne-vic-3000-2016399010,Jenny Huo,Sales representative,MICM Real Estate,18,0481 915 796,"178 City Road, Southbank VIC 3006 178 City Road, Southbank VIC 3006",https://www.domain.com.au/real-estate-agent/jenny-huo-1572061/
Sold by private treaty 12 Oct 2020,449000,4,2,2,618m²,House,16 Gleeson Court Maddingley VIC 3340,3340,https://www.domain.com.au/16-gleeson-court-maddingley-vic-3340-2016421222,Kelvin Gaffiero,Sales & Marketing,Arbee Real Estate,7,0410 998 736,"140 Main Street, Bacchus Marsh VIC 3340 140 Main Street, Bacchus Marsh VIC 3340",https://www.domain.com.au/real-estate-agent/kelvin-gaffiero-1684595/
Sold by private treaty 12 Oct 2020,299000,,,,,Vacantland,"Lot 2, 21 Bruce Street Lethbridge VIC 3332",3332,https://www.domain.com.au/lot-2-21-bruce-street-lethbridge-vic-3332-2016364711,Owen Sharkey,Sales representative,First National Golden Plains,31,0417 365 607,"11/6 High Street, Bannockburn VIC 3331",https://www.domain.com.au/real-estate-agent/owen-sharkey-1563293/
Sold by private treaty 12 Oct 2020,910000,3,2,2,,House,94 Hassett Crescent Keilor East VIC 3033,3033,https://www.domain.com.au/94-hassett-crescent-keilor-east-vic-3033-2016283299,Paul Filippone,Sales representative,Barry Plant Keilor East,7,0400 155 110,"40 Amis Crescent, Keilor East VIC 3033 40 Amis Crescent, Keilor East VIC 3033",https://www.domain.com.au/real-estate-agent/paul-filippone-1309453/
Sold by private treaty 12 Oct 2020,516500,4,2,2,650m²,House,6 Rimbanda Court Kurunjang VIC 3337,3337,https://www.domain.com.au/6-rimbanda-court-kurunjang-vic-3337-2016421634,David Thompson,Sales Associate,Raine & Horne Melton,12,0413 430 624,"289 High Street, Melton VIC 3337 289 High Street, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/david-thompson-1408950/
Sold by private treaty 12 Oct 2020,468000,3,2,3,625m²,House,4 Geelong Road Werribee VIC 3030,3030,https://www.domain.com.au/4-geelong-road-werribee-vic-3030-2016340520,Brent Bennett,Sales Consultant,First National Westwood ,16,0433 384 866,"1 Synnot Street, Werribee VIC 3030 1 Synnot Street, Werribee VIC 3030 1 Synnot Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/brent-bennett-1707452/
Sold by private treaty 12 Oct 2020,1100000,5,2,8,"1,002m²",House,10 Queensberry Court Hillside VIC 3037,3037,https://www.domain.com.au/10-queensberry-court-hillside-vic-3037-2016387502,Zole Elali,Sales - Senior Sales Consultant,Ray White Caroline Springs ,18,0434 152 591,"8/234 Caroline Springs Blvd, Caroline Springs VIC 3023 8/234 Caroline Springs Blvd, Caroline Springs VIC 3023 8/234 Caroline Springs Blvd, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/zole-elali-1287155/
Sold by private treaty 12 Oct 2020,2300000,1,1,−,1.29ha,House,3 Radio Drive Viewbank VIC 3084,3084,https://www.domain.com.au/3-radio-drive-viewbank-vic-3084-2016165297,Jack Zhang,Director,VICPROP Manningham,7,0433 448 554,"Shop 4, 642 Doncaster Road, Doncaster VIC 3108",https://www.domain.com.au/real-estate-agent/jack-zhang-1365541/
Sold by private treaty 12 Oct 2020,342000,,,,400m²,Vacantland,6 Bimberi Street Truganina VIC 3029,3029,https://www.domain.com.au/6-bimberi-street-truganina-vic-3029-2016326109,Mark Srivastava,Managing Director/Principal ,Ray White Truganina,72,0425 400 600,"Shop 6, 211 Leakes Road, Truganina VIC 3029 Shop 6, 211 Leakes Road, Truganina VIC 3029",https://www.domain.com.au/real-estate-agent/mark-srivastava-1373107/
Sold by private treaty 12 Oct 2020,603000,3,2,2,602m²,House,10 Scampton Crescent Tullamarine VIC 3043,3043,https://www.domain.com.au/10-scampton-crescent-tullamarine-vic-3043-2016522404,Peter Evans,Sales representative,YPA Gladstone Park,3,0411 594 559,"Shop 154 Gladstone Park Shopping Centre, Gladstone Park VIC 3043 Shop 154 Gladstone Park Shopping Centre, Gladstone Park VIC 3043",https://www.domain.com.au/real-estate-agent/peter-evans-1325824/
Sold by private treaty 12 Oct 2020,568500,2,1,1,,Apartment/Unit/Flat,12/327 Orrong Road St Kilda East VIC 3183,3183,https://www.domain.com.au/12-327-orrong-road-st-kilda-east-vic-3183-2016536856,Sam Maley,Sales representative,Buxton Real Estate Bentleigh,13,0433 971 116,"Level 1 269 Centre Road, Bentleigh VIC 3204 Level 1 269 Centre Road, Bentleigh VIC 3204 Level 1 269 Centre Road, Bentleigh VIC 3204",https://www.domain.com.au/real-estate-agent/sam-maley-1097961/
Sold by private treaty 12 Oct 2020,295000,2,1,1,,Apartment/Unit/Flat,8/307 High Street Thomastown VIC 3074,3074,https://www.domain.com.au/8-307-high-street-thomastown-vic-3074-2016317873,Ryan Di Natale,,     Love & Co,,, ,https://www.domain.com.au/real-estate-agencies/loveco-7125/
Sold by private treaty 12 Oct 2020,570000,4,2,2,,House,20 Landscape drive Truganina VIC 3029,3029,https://www.domain.com.au/20-landscape-drive-truganina-vic-3029-2016430889,Gary Joshi,Sales representative,Ray White Tarneit,3,0410 947 568,"Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029 Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029",https://www.domain.com.au/real-estate-agent/gary-joshi-1768747/
Sold by private treaty 12 Oct 2020,380000,1,1,1,,House,303/52 Darling Street South Yarra VIC 3141,3141,https://www.domain.com.au/303-52-darling-street-south-yarra-vic-3141-2016519372,Thoraya Jeena,Sales representative,Jeena & Saacs Real Estate Pty Ltd,11,0481 226 688,"Level 1, Suite A24, 459 Toorak Road, Toorak VIC 3142 Level 1, Suite A24, 459 Toorak Road, Toorak VIC 3142 Level 1, Suite A24, 459 Toorak Road, Toorak VIC 3142",https://www.domain.com.au/real-estate-agent/thoraya-jeena-1140942/
